JobID,Network Id,Existing 035a,Incoming 035a,Action
CEF_1012688_1748084545832::bib::1859867,992456827405151,150620454,150620454,match
CEF_1012688_1748084545832::bib::1861285,991793005805151,150609483,1520932322,create
CEF_1012688_1748084545832::bib::1863170,991656945105151,150620156,150620156,match
CEF_1012688_1748084545832::bib::1864927,991566255805151,150618713,150618713,match
CEF_1012688_1748084545832::bib::1866458,992021312205151,150609305,150609305,match
CEF_1012688_1748084545832::bib::1868812,993299717805151,2749464,2749464,match
CEF_1012688_1748084545832::bib::1870146,992870302505151,1044558213,1520999438,create
CEF_1012688_1748084545832::bib::1873387,992186451705151,958205463,958205463,match
CEF_1012688_1748084545832::bib::1874856,991716141405151,987014,987014,match
CEF_1012688_1748084545832::bib::187656,991540582505151,223148228,223148228,match
CEF_1012688_1748084545832::bib::1876645,994280784205151,14694046,14694046,match
CEF_1012688_1748084545832::bib::1878873,994281238805151,53089628,53089628,match
CEF_1012688_1748084545832::bib::1880500,991455911805151,53650624,53650624,match
CEF_1012688_1748084545832::bib::1882623,991614154905151,53645185,53645185,match
CEF_1012688_1748084545832::bib::1884066,992872153505151,53629793,53629793,match
CEF_1012688_1748084545832::bib::1885841,991537847405151,53690772,53690772,match
CEF_1012688_1748084545832::bib::1887275,991872600505151,53651829,53651829,match
CEF_1012688_1748084545832::bib::1889306,992434397205151,989678141,989678141,match
CEF_1012688_1748084545832::bib::1891108,991862206405151,53689929,53689929,match
CEF_1012688_1748084545832::bib::1893013,991861968405151,53689723,53689723,match
CEF_1012688_1748084545832::bib::1894503,992884745805151,53689659,53689659,match
CEF_1012688_1748084545832::bib::1895920,992076567105151,53689546,1520944061,create
CEF_1012688_1748084545832::bib::1897918,992043037105151,53689174,53689174,match
CEF_1012688_1748084545832::bib::1901823,992876172505151,234154093,234154093,match
CEF_1012688_1748084545832::bib::1903688,991930021305151,53651203,53651203,match
CEF_1012688_1748084545832::bib::1905200,991465115105151,53634326,53634326,match
CEF_1012688_1748084545832::bib::1906586,991465068705151,53627181,53627181,match
CEF_1012688_1748084545832::bib::1907801,992869646805151,1044055479,37585218,match
CEF_1012688_1748084545832::bib::1909169,992858238005151,1019353974,1019353974,match
CEF_1012688_1748084545832::bib::1910928,994279429705151,5291885,5291885,match
CEF_1012688_1748084545832::bib::1912160,994281193505151,1043961483,1043961483,match
CEF_1012688_1748084545832::bib::1914210,994279434205151,276502,276502,match
CEF_1012688_1748084545832::bib::1915847,992863120105151,53668599,53668599,match
CEF_1012688_1748084545832::bib::1917323,992871330505151,53664544,53664544,match
CEF_1012688_1748084545832::bib::1918817,992853230705151,53650572,53650572,match
CEF_1012688_1748084545832::bib::1919735,992876848405151,1044601053,1044601053,match
CEF_1012688_1748084545832::bib::1921427,992862405905151,55096713,55096713,match
CEF_1012688_1748084545832::bib::1922516,992879610505151,1006722336,1006722336,match
CEF_1012688_1748084545832::bib::1923881,992848354705151,1004828727,1004828727,match
CEF_1012688_1748084545832::bib::192433,994228351005151,1425947715,1425947715,match
CEF_1012688_1748084545832::bib::1926010,992429159005151,983824268,983824268,match
CEF_1012688_1748084545832::bib::1927861,991858093505151,53693135,53693135,match
CEF_1012688_1748084545832::bib::1934315,992886194305151,961409167,961409167,match
CEF_1012688_1748084545832::bib::1936001,992363146105151,990031691,990031691,match
CEF_1012688_1748084545832::bib::1937310,992848352305151,53659787,53659787,match
CEF_1012688_1748084545832::bib::1941015,994279220805151,498678,498678,match
CEF_1012688_1748084545832::bib::1942971,992271995305151,53642949,53642949,match
CEF_1012688_1748084545832::bib::1944453,992873336305151,1044496504,1520937474,create
CEF_1012688_1748084545832::bib::1946150,992874152405151,53640500,53640500,match
CEF_1012688_1748084545832::bib::1947793,992157067305151,53635347,53635347,match
CEF_1012688_1748084545832::bib::1949289,992857743105151,1044122673,1127740442,match
CEF_1012688_1748084545832::bib::1950234,992860999005151,1038401955,980002,match
CEF_1012688_1748084545832::bib::1951262,991734191205151,1602638,1602638,match
CEF_1012688_1748084545832::bib::195710,994262411405151,1430191201,1430191201,match
CEF_1012688_1748084545832::bib::1958537,994509731805151,489003003,489003003,match
CEF_1012688_1748084545832::bib::1959736,991946846205151,3765620,3765620,match
CEF_1012688_1748084545832::bib::1960671,992878463605151,448199,448199,match
CEF_1012688_1748084545832::bib::1961546,992887281305151,3154293,3154293,match
CEF_1012688_1748084545832::bib::1962935,991535226405151,706965420,706965420,match
CEF_1012688_1748084545832::bib::1963921,992862939305151,2643979,2643979,match
CEF_1012688_1748084545832::bib::1965154,992876441305151,2166437,2166437,match
CEF_1012688_1748084545832::bib::1965868,992850997105151,43463363,43463363,match
CEF_1012688_1748084545832::bib::1968793,992859087505151,974796190,974796190,match
CEF_1012688_1748084545832::bib::1973441,992867601705151,900623268,900623268,match
CEF_1012688_1748084545832::bib::1974166,992867267605151,503424242,503424242,match
CEF_1012688_1748084545832::bib::1975463,991433079105151,271781,271781,match
CEF_1012688_1748084545832::bib::1978089,991670797805151,595737,595737,match
CEF_1012688_1748084545832::bib::1978834,992856146905151,503423630,503423630,match
CEF_1012688_1748084545832::bib::1979596,992878550705151,56318934,56318934,match
CEF_1012688_1748084545832::bib::1981174,992850994005151,1044125445,60521190,match
CEF_1012688_1748084545832::bib::1982396,992875017005151,4232738,4232738,match
CEF_1012688_1748084545832::bib::1983177,992876681705151,503422655,503422655,match
CEF_1012688_1748084545832::bib::1984997,991618316505151,52922297,52922297,match
CEF_1012688_1748084545832::bib::1985819,992848488805151,374841,374841,match
CEF_1012688_1748084545832::bib::1987849,992861045505151,1044112095,60423654,match
CEF_1012688_1748084545832::bib::1989804,992851109505151,60383335,60383335,match
CEF_1012688_1748084545832::bib::1991290,992861676605151,60643997,60643997,match
CEF_1012688_1748084545832::bib::1992128,992850822105151,1043984239,1043984239,match
CEF_1012688_1748084545832::bib::1992949,992856639705151,1044014166,1044014166,match
CEF_1012688_1748084545832::bib::1993732,992863311805151,500424662,1066925572,match
CEF_1012688_1748084545832::bib::1994730,992416093205151,56104297,56104297,match
CEF_1012688_1748084545832::bib::1995343,992855225005151,503420104,503420104,match
CEF_1012688_1748084545832::bib::1997067,992165066705151,1014518,1014518,match
CEF_1012688_1748084545832::bib::1998940,991502761805151,429607,429607,match
CEF_1012688_1748084545832::bib::2000316,992336872905151,4891622,4891622,match
CEF_1012688_1748084545832::bib::2001945,992860919505151,793506760,793506760,match
CEF_1012688_1748084545832::bib::2002881,991527996905151,2578956,2578956,match
CEF_1012688_1748084545832::bib::2003577,992856992705151,79905172,79905172,match
CEF_1012688_1748084545832::bib::2004293,992312413005151,3596125,3596125,match
CEF_1012688_1748084545832::bib::2005405,991435955005151,568924,568924,match
CEF_1012688_1748084545832::bib::2006191,992884459905151,503414775,503414775,match
CEF_1012688_1748084545832::bib::2007058,991992931105151,40246,40246,match
CEF_1012688_1748084545832::bib::2008611,991478044805151,3493308,3493308,match
CEF_1012688_1748084545832::bib::2009487,992848599705151,503414074,503414074,match
CEF_1012688_1748084545832::bib::2017571,994509829405151,226680,226680,match
CEF_1012688_1748084545832::bib::201788,994164668005151,1393137788,1393137788,match
CEF_1012688_1748084545832::bib::2019749,992512399605151,54374678,54374678,match
CEF_1012688_1748084545832::bib::2022274,992874998105151,1096237463,1096237463,match
CEF_1012688_1748084545832::bib::2024051,992848463605151,609519407,609519407,match
CEF_1012688_1748084545832::bib::2025285,992880778405151,5442535,5442535,match
CEF_1012688_1748084545832::bib::2026757,992057871405151,520567,520567,match
CEF_1012688_1748084545832::bib::2028126,992303743305151,52720618,52720618,match
CEF_1012688_1748084545832::bib::2029567,992880775605151,465494640,465494640,match
CEF_1012688_1748084545832::bib::2030576,992437893405151,37742835,37742835,match
CEF_1012688_1748084545832::bib::203166,994138155105151,1450838011,1450838011,replace
CEF_1012688_1748084545832::bib::2032207,992063616105151,52312202,52312202,match
CEF_1012688_1748084545832::bib::2033733,992881425105151,769543,769543,match
CEF_1012688_1748084545832::bib::2035240,992883456605151,42775078,42775078,match
CEF_1012688_1748084545832::bib::2036337,991918410005151,385840,385840,match
CEF_1012688_1748084545832::bib::2040736,992099554605151,4014217,4014217,match
CEF_1012688_1748084545832::bib::2044057,992330428005151,51810449,51810449,match
CEF_1012688_1748084545832::bib::2054110,991999927805151,1762267,1762267,match
CEF_1012688_1748084545832::bib::2055417,992144282105151,3619974,3619974,match
CEF_1012688_1748084545832::bib::2057958,992882427605151,995556407,995556407,match
CEF_1012688_1748084545832::bib::2061068,992884596105151,1755056,1755056,match
CEF_1012688_1748084545832::bib::2064973,992857077805151,456820477,456820477,match
CEF_1012688_1748084545832::bib::2067553,992870072605151,81095456,81095456,match
CEF_1012688_1748084545832::bib::2070341,992872544205151,456821451,456821451,match
CEF_1012688_1748084545832::bib::2071458,992883108305151,175860,175860,match
CEF_1012688_1748084545832::bib::207270,994134978605151,27071024,27071024,match
CEF_1012688_1748084545832::bib::2073231,992857946305151,53505283,53505283,match
CEF_1012688_1748084545832::bib::2074923,992878008905151,53498091,53498091,match
CEF_1012688_1748084545832::bib::2076300,992132414705151,281113,281113,match
CEF_1012688_1748084545832::bib::2077610,992866511105151,441098417,441098417,match
CEF_1012688_1748084545832::bib::2078504,992452778705151,510672,510672,match
CEF_1012688_1748084545832::bib::2079810,992864152705151,647570,647570,match
CEF_1012688_1748084545832::bib::2081942,992869065805151,81112192,81112192,match
CEF_1012688_1748084545832::bib::2082674,991460407405151,259716,259716,match
CEF_1012688_1748084545832::bib::2083694,992175722405151,15082110,15082110,match
CEF_1012688_1748084545832::bib::2084389,992850815505151,15935231,15935231,match
CEF_1012688_1748084545832::bib::2085953,991842033105151,1022701043,1022701043,match
CEF_1012688_1748084545832::bib::2087379,992512646905151,20354028,20354028,match
CEF_1012688_1748084545832::bib::2092638,992881458405151,956671670,956671670,match
CEF_1012688_1748084545832::bib::2094138,992884045805151,1044113871,290654306,match
CEF_1012688_1748084545832::bib::2095820,991433234305151,813515,813515,match
CEF_1012688_1748084545832::bib::2098588,991943416605151,752472786,752472786,match
CEF_1012688_1748084545832::bib::2099194,992857065405151,1006250950,1006250950,match
CEF_1012688_1748084545832::bib::2100393,992875346705151,17517805,17517805,match
CEF_1012688_1748084545832::bib::2104596,992871074105151,20603522,1081083215,match
CEF_1012688_1748084545832::bib::2109645,994538622305151,2183160,2183160,match
CEF_1012688_1748084545832::bib::2110693,992877928005151,1044461129,1044461129,match
CEF_1012688_1748084545832::bib::2118659,994509855405151,39002610,39002610,match
CEF_1012688_1748084545832::bib::2119609,992426932405151,54774520,54774520,match
CEF_1012688_1748084545832::bib::2121214,992865553605151,1044454730,469174119,match
CEF_1012688_1748084545832::bib::212285,991613629305151,45815129,45815129,match
CEF_1012688_1748084545832::bib::2122980,992878846005151,965149951,965149951,match
CEF_1012688_1748084545832::bib::2124070,992850631705151,313732778,313732778,replace
CEF_1012688_1748084545832::bib::2127700,994509854305151,53466997,53466997,match
CEF_1012688_1748084545832::bib::2128794,992481147305151,24374819,24374819,match
CEF_1012688_1748084545832::bib::2129973,992869128305151,1006778047,1006778047,match
CEF_1012688_1748084545832::bib::2131454,992861071105151,20800432,20800432,match
CEF_1012688_1748084545832::bib::2133354,992357399305151,15221067,15221067,match
CEF_1012688_1748084545832::bib::2136023,992853473505151,70310608,70310608,match
CEF_1012688_1748084545832::bib::2137094,992885628105151,20054005,20054005,match
CEF_1012688_1748084545832::bib::2139273,992881738205151,657583420,657583420,match
CEF_1012688_1748084545832::bib::2140423,992497054605151,21330006,21330006,match
CEF_1012688_1748084545832::bib::2141687,992887133105151,18115495,18115495,match
CEF_1012688_1748084545832::bib::2142970,992853471205151,1014035425,1014035425,match
CEF_1012688_1748084545832::bib::2143759,992878238005151,133095245,133095245,match
CEF_1012688_1748084545832::bib::2145553,992144275905151,53832288,53832288,match
CEF_1012688_1748084545832::bib::2146687,992462363805151,16753567,16753567,match
CEF_1012688_1748084545832::bib::2147958,992251096705151,16983428,16983428,match
CEF_1012688_1748084545832::bib::2151028,992853723605151,966225406,966225406,match
CEF_1012688_1748084545832::bib::2152308,992853128605151,60200063,60200063,match
CEF_1012688_1748084545832::bib::2156252,994509841805151,972013228,972013228,match
CEF_1012688_1748084545832::bib::2158190,992874046505151,45552221,45552221,match
CEF_1012688_1748084545832::bib::2162107,994509855705151,55511165,55511165,match
CEF_1012688_1748084545832::bib::2163971,992848419705151,55509036,55509036,match
CEF_1012688_1748084545832::bib::2168479,991803715805151,912706002,912706002,match
CEF_1012688_1748084545832::bib::2170296,992850623005151,469540072,469540072,match
CEF_1012688_1748084545832::bib::2171410,991426404105151,8113315,8113315,match
CEF_1012688_1748084545832::bib::2172577,991564199605151,7649016,7649016,match
CEF_1012688_1748084545832::bib::2174724,992864717905151,1044131777,1044131777,match
CEF_1012688_1748084545832::bib::2180798,991993690805151,60551632,60551632,match
CEF_1012688_1748084545832::bib::2186853,994509843105151,54206524,54206524,match
CEF_1012688_1748084545832::bib::2187923,992858671105151,8261500,8261500,match
CEF_1012688_1748084545832::bib::2190394,992886011905151,54963020,54963020,match
CEF_1012688_1748084545832::bib::2191831,991424532505151,53951715,53951715,match
CEF_1012688_1748084545832::bib::2194189,992887064805151,53163656,53163656,match
CEF_1012688_1748084545832::bib::2195100,992879550905151,21835,21835,match
CEF_1012688_1748084545832::bib::2196597,992014758005151,159089,159089,match
CEF_1012688_1748084545832::bib::2197560,992502374005151,440416,440416,match
CEF_1012688_1748084545832::bib::2199537,992879936405151,45329166,46661949,match
CEF_1012688_1748084545832::bib::2201830,991704935605151,52539970,52539970,match
CEF_1012688_1748084545832::bib::2203887,992850762305151,953695509,953695509,match
CEF_1012688_1748084545832::bib::2205064,992289741005151,348319,348319,match
CEF_1012688_1748084545832::bib::2206096,991621352905151,2748258,2748258,match
CEF_1012688_1748084545832::bib::2207641,991662427105151,51892686,51892686,match
CEF_1012688_1748084545832::bib::2208670,992497503105151,708454,708454,match
CEF_1012688_1748084545832::bib::2209302,991529082905151,4054355,4054355,match
CEF_1012688_1748084545832::bib::2210253,992886592405151,2975,2975,match
CEF_1012688_1748084545832::bib::2211195,991528782805151,68540,68540,match
CEF_1012688_1748084545832::bib::2212516,991570098805151,198446,198446,match
CEF_1012688_1748084545832::bib::2213661,992313784605151,52583109,52583109,match
CEF_1012688_1748084545832::bib::2214617,992433674805151,4130439,4130439,match
CEF_1012688_1748084545832::bib::2217311,992529973705151,945719671,945719671,match
CEF_1012688_1748084545832::bib::2218372,992212952105151,946369,946369,match
CEF_1012688_1748084545832::bib::2221440,992068526105151,914400144,914400144,match
CEF_1012688_1748084545832::bib::2223393,992868097105151,255852056,255852056,match
CEF_1012688_1748084545832::bib::2224828,992492068305151,51481934,51481934,match
CEF_1012688_1748084545832::bib::2226361,992868281205151,505542559,505542559,match
CEF_1012688_1748084545832::bib::2227359,992275404705151,51922638,51922638,match
CEF_1012688_1748084545832::bib::2228898,992850572405151,759473809,759473809,match
CEF_1012688_1748084545832::bib::2230406,992850568805151,53285616,53285616,match
CEF_1012688_1748084545832::bib::2231326,992393223205151,2515880,2515880,match
CEF_1012688_1748084545832::bib::2232220,992870383805151,1074267422,1074267422,match
CEF_1012688_1748084545832::bib::2234222,992880670405151,49772378,49772378,match
CEF_1012688_1748084545832::bib::2235605,992871459405151,61713036,61713036,match
CEF_1012688_1748084545832::bib::2237283,992866767505151,264912521,264912521,match
CEF_1012688_1748084545832::bib::2239209,991541887905151,272565853,272565853,match
CEF_1012688_1748084545832::bib::2241473,992853048505151,81146164,81146164,match
CEF_1012688_1748084545832::bib::2247785,994509849905151,52279408,52279408,match
CEF_1012688_1748084545832::bib::2248897,992869266305151,451592,451592,match
CEF_1012688_1748084545832::bib::2250965,992870833905151,456820360,456820360,match
CEF_1012688_1748084545832::bib::2251848,992113342805151,73337,73337,match
CEF_1012688_1748084545832::bib::2252852,991657823405151,6447516,6447516,match
CEF_1012688_1748084545832::bib::2253745,991657941105151,524034,524034,match
CEF_1012688_1748084545832::bib::2255087,991656297005151,1635790,1635790,match
CEF_1012688_1748084545832::bib::2256986,992870638005151,234154100,234154100,match
CEF_1012688_1748084545832::bib::2258008,992318509205151,49011561,49011561,match
CEF_1012688_1748084545832::bib::2259742,992874162405151,1044281737,1044281737,match
CEF_1012688_1748084545832::bib::225979,994016373805151,276331929,276331929,match
CEF_1012688_1748084545832::bib::2261113,992871078205151,37382149,37382149,match
CEF_1012688_1748084545832::bib::2262698,992862613405151,1044538707,1044538707,match
CEF_1012688_1748084545832::bib::2263569,992102705905151,1273895,1273895,match
CEF_1012688_1748084545832::bib::2265466,992868924505151,883463254,883463254,match
CEF_1012688_1748084545832::bib::2267124,992865020605151,49771438,49771438,match
CEF_1012688_1748084545832::bib::2269008,992870832705151,1044074009,52588882,match
CEF_1012688_1748084545832::bib::2269960,991922548405151,628333,628333,match
CEF_1012688_1748084545832::bib::2270783,992506279605151,52039419,52039419,match
CEF_1012688_1748084545832::bib::2275119,993963440705151,47073783,47073783,match
CEF_1012688_1748084545832::bib::2276843,992442317305151,923568593,923568593,match
CEF_1012688_1748084545832::bib::2277917,992873203705151,187336360,187336360,match
CEF_1012688_1748084545832::bib::2278860,992869194305151,52790907,1166702184,match
CEF_1012688_1748084545832::bib::2280960,992255572505151,987621306,987621306,match
CEF_1012688_1748084545832::bib::2282387,991649523505151,4035255,4035255,match
CEF_1012688_1748084545832::bib::228265,994008980105151,867908294,867908294,match
CEF_1012688_1748084545832::bib::2285324,992223721305151,50845960,50845960,match
CEF_1012688_1748084545832::bib::2286860,992853208905151,50502620,50502620,match
CEF_1012688_1748084545832::bib::2288489,992857470705151,49838969,49838969,match
CEF_1012688_1748084545832::bib::2289848,992113639505151,51938250,51938250,match
CEF_1012688_1748084545832::bib::2293865,991755973805151,51939685,51939685,match
CEF_1012688_1748084545832::bib::2294965,992857763905151,47844481,47844481,match
CEF_1012688_1748084545832::bib::2295749,991743793705151,2122015,2122015,match
CEF_1012688_1748084545832::bib::2296598,991761549405151,4561241,4561241,match
CEF_1012688_1748084545832::bib::2298268,992278932605151,892779059,892779059,match
CEF_1012688_1748084545832::bib::2302326,991994674105151,44005590,44005590,match
CEF_1012688_1748084545832::bib::2303286,991727078505151,44713162,44713162,match
CEF_1012688_1748084545832::bib::2304420,992873895405151,1031786594,39281878,match
CEF_1012688_1748084545832::bib::2306943,991516918305151,40559731,40559731,match
CEF_1012688_1748084545832::bib::2308621,991840638505151,44627064,44627064,match
CEF_1012688_1748084545832::bib::2309906,992862976905151,41368344,41368344,match
CEF_1012688_1748084545832::bib::231319,994227955305151,1394001260,1394001260,match
CEF_1012688_1748084545832::bib::2313296,991852242505151,900684571,900684571,match
CEF_1012688_1748084545832::bib::2314467,992385169305151,42771875,42771875,match
CEF_1012688_1748084545832::bib::2315608,992877196005151,48492164,48492164,match
CEF_1012688_1748084545832::bib::2320642,992885556505151,913957663,913957663,match
CEF_1012688_1748084545832::bib::2324673,994509761005151,46975291,46975291,match
CEF_1012688_1748084545832::bib::2327873,991766951305151,898161720,898161720,match
CEF_1012688_1748084545832::bib::2333151,992847592305151,1012043872,1012043872,match
CEF_1012688_1748084545832::bib::2334977,992103276705151,1043186,1043186,match
CEF_1012688_1748084545832::bib::2336157,992872101305151,118731,118731,match
CEF_1012688_1748084545832::bib::2337772,991433222605151,1234154,1234154,match
CEF_1012688_1748084545832::bib::2338941,992123695005151,861001,861001,match
CEF_1012688_1748084545832::bib::2341340,991562158605151,47092460,47092460,match
CEF_1012688_1748084545832::bib::2345409,994003158205151,903422983,903422983,match
CEF_1012688_1748084545832::bib::2346467,991433212505151,34530,34530,match
CEF_1012688_1748084545832::bib::2347998,991830675405151,836270,836270,match
CEF_1012688_1748084545832::bib::2349363,992274772005151,1320920,1320920,match
CEF_1012688_1748084545832::bib::235106,994008979205151,1393303646,1393303646,match
CEF_1012688_1748084545832::bib::2351752,992198356405151,42580073,42580073,match
CEF_1012688_1748084545832::bib::2353317,992865040205151,290593826,1056315670,match
CEF_1012688_1748084545832::bib::2354328,991523164305151,50403538,1520924209,create
CEF_1012688_1748084545832::bib::2356421,992868941805151,19631795,19631795,match
CEF_1012688_1748084545832::bib::2357511,991873150205151,917873966,917873966,match
CEF_1012688_1748084545832::bib::2363313,994509767105151,42690066,42690066,match
CEF_1012688_1748084545832::bib::2364040,992195982405151,40892087,40892087,match
CEF_1012688_1748084545832::bib::2365124,992514952905151,797139542,42612458,match
CEF_1012688_1748084545832::bib::2368155,992375879005151,1519120450,1519120450,match
CEF_1012688_1748084545832::bib::2369859,992864105405151,1044044986,50937751,match
CEF_1012688_1748084545832::bib::237248,993827966605151,1356974248,1356974248,match
CEF_1012688_1748084545832::bib::2376547,994509761305151,44173254,44173254,match
CEF_1012688_1748084545832::bib::2378869,991797743105151,42622190,42622190,match
CEF_1012688_1748084545832::bib::2380155,992101558505151,42292217,42292217,match
CEF_1012688_1748084545832::bib::2381789,992882443305151,22682766,22682766,match
CEF_1012688_1748084545832::bib::238937,992067716305151,985011362,985011362,match
CEF_1012688_1748084545832::bib::2399382,992863194105151,868038008,868038008,match
CEF_1012688_1748084545832::bib::2401289,992870350305151,20632539,20632539,match
CEF_1012688_1748084545832::bib::2402335,992864314905151,1687318,1687318,match
CEF_1012688_1748084545832::bib::2403233,991816939405151,2586431,2586431,match
CEF_1012688_1748084545832::bib::240594,993963435805151,1305079856,1061150131,match
CEF_1012688_1748084545832::bib::2413085,994509755605151,41313693,41313693,match
CEF_1012688_1748084545832::bib::2417963,994509750705151,42038797,42038797,match
CEF_1012688_1748084545832::bib::2422980,994509765905151,46419032,46419032,match
CEF_1012688_1748084545832::bib::2424139,992859163905151,290563191,290563191,match
CEF_1012688_1748084545832::bib::2425127,992886578405151,38964107,38964107,match
CEF_1012688_1748084545832::bib::2429494,994509748805151,44614196,44614196,match
CEF_1012688_1748084545832::bib::2431104,992858762005151,868539615,868539615,match
CEF_1012688_1748084545832::bib::2434843,992867163005151,45288367,45288367,match
CEF_1012688_1748084545832::bib::2437607,992439718405151,41610136,41610136,match
CEF_1012688_1748084545832::bib::2438848,992179580705151,49576324,49576324,match
CEF_1012688_1748084545832::bib::2440225,991468325505151,4229873,4229873,match
CEF_1012688_1748084545832::bib::2441768,992442237405151,237950,237950,match
CEF_1012688_1748084545832::bib::2443131,992852984705151,42680582,42680582,match
CEF_1012688_1748084545832::bib::2444282,992871404305151,47900930,47900930,match
CEF_1012688_1748084545832::bib::2445182,991964179805151,43894638,43894638,match
CEF_1012688_1748084545832::bib::2449060,994509759605151,50511008,50511008,match
CEF_1012688_1748084545832::bib::2451004,992278053405151,40683260,40683260,match
CEF_1012688_1748084545832::bib::2453444,992334253505151,40740455,40740455,match
CEF_1012688_1748084545832::bib::2455100,992051911505151,48075620,48075620,match
CEF_1012688_1748084545832::bib::2456339,992882128305151,48649750,48649750,match
CEF_1012688_1748084545832::bib::2457456,992847963605151,63101486,63101486,match
CEF_1012688_1748084545832::bib::2458288,991856649005151,48534074,48534074,match
CEF_1012688_1748084545832::bib::2463145,992443080205151,43791250,43791250,match
CEF_1012688_1748084545832::bib::2464440,991764602205151,55037229,55037229,match
CEF_1012688_1748084545832::bib::2466166,992335844805151,632857,632857,match
CEF_1012688_1748084545832::bib::2468457,992854016905151,290548312,290548312,match
CEF_1012688_1748084545832::bib::2469390,992852962205151,184747718,184747718,match
CEF_1012688_1748084545832::bib::2472494,992153919905151,47161283,47161283,match
CEF_1012688_1748084545832::bib::2473545,992022644805151,4035785,4035785,match
CEF_1012688_1748084545832::bib::2474463,992860502805151,39379744,39379744,match
CEF_1012688_1748084545832::bib::247691,993028094705151,890011347,890011347,match
CEF_1012688_1748084545832::bib::2477020,992042256705151,41039744,41039744,match
CEF_1012688_1748084545832::bib::2482168,994509847105151,40646833,40646833,match
CEF_1012688_1748084545832::bib::2483093,992118725205151,46678381,46678381,match
CEF_1012688_1748084545832::bib::2484230,991628343005151,39633901,39633901,match
CEF_1012688_1748084545832::bib::2485235,991723180805151,48100595,48100595,match
CEF_1012688_1748084545832::bib::2487664,991477968705151,48053764,48053764,match
CEF_1012688_1748084545832::bib::2489055,991759050805151,36017291,36017291,match
CEF_1012688_1748084545832::bib::2490383,991496641905151,39051515,39051515,match
CEF_1012688_1748084545832::bib::2492975,991986506405151,41385323,41385323,match
CEF_1012688_1748084545832::bib::2495705,992353634405151,38430401,38430401,match
CEF_1012688_1748084545832::bib::2497081,991900496005151,48546953,48546953,match
CEF_1012688_1748084545832::bib::2500022,994509834805151,51202541,51202541,match
CEF_1012688_1748084545832::bib::2503941,994509843305151,49048652,49048652,match
CEF_1012688_1748084545832::bib::2505947,991625222005151,45879563,45879563,match
CEF_1012688_1748084545832::bib::2507160,991919615605151,40300657,40300657,match
CEF_1012688_1748084545832::bib::2508267,992883289505151,976763070,976763070,match
CEF_1012688_1748084545832::bib::2509878,991467821605151,46472144,46472144,match
CEF_1012688_1748084545832::bib::2511876,992152279405151,40753837,40753837,match
CEF_1012688_1748084545832::bib::2513733,991884550905151,44795766,44795766,match
CEF_1012688_1748084545832::bib::2515096,991880709005151,34826419,34826419,match
CEF_1012688_1748084545832::bib::2520091,994509825005151,39800890,39800890,match
CEF_1012688_1748084545832::bib::252112,993945355405151,1373838350,1373838350,match
CEF_1012688_1748084545832::bib::2523583,992274403705151,46385904,46385904,match
CEF_1012688_1748084545832::bib::2527188,992856477105151,234154254,234154254,match
CEF_1012688_1748084545832::bib::2528361,992466451505151,879079,879079,match
CEF_1012688_1748084545832::bib::2529225,992877723205151,264035961,264035961,match
CEF_1012688_1748084545832::bib::2530362,992877724005151,59729406,59729406,match
CEF_1012688_1748084545832::bib::253109,992141544105151,39545836,39545836,match
CEF_1012688_1748084545832::bib::2531401,992853077805151,12176140,995607777,match
CEF_1012688_1748084545832::bib::2532,994533463405151,1443004583,1443004583,match
CEF_1012688_1748084545832::bib::2532564,992860643805151,47939450,47939450,match
CEF_1012688_1748084545832::bib::2535024,991625033705151,492028263,492028263,match
CEF_1012688_1748084545832::bib::2537289,992869359405151,82062756,82062756,match
CEF_1012688_1748084545832::bib::2539497,991483931805151,48100171,48100171,match
CEF_1012688_1748084545832::bib::2542132,992850445605151,19753532,19753532,match
CEF_1012688_1748084545832::bib::2544379,992869271905151,644440696,644440696,match
CEF_1012688_1748084545832::bib::2546786,991980006605151,44969557,44969557,match
CEF_1012688_1748084545832::bib::2547897,992885153105151,342909,342909,match
CEF_1012688_1748084545832::bib::2551425,992847947305151,995504073,995504073,match
CEF_1012688_1748084545832::bib::2556900,992852959305151,456821435,456821435,match
CEF_1012688_1748084545832::bib::2558489,992491283105151,48475307,48475307,match
CEF_1012688_1748084545832::bib::2559296,991418874905151,184359,184359,match
CEF_1012688_1748084545832::bib::255964,994538320205151,1287076742,1287076742,match
CEF_1012688_1748084545832::bib::2560559,991808543205151,37801464,37801464,match
CEF_1012688_1748084545832::bib::2561975,991973550605151,37573617,37573617,match
CEF_1012688_1748084545832::bib::2563638,992186642205151,43712209,43712209,match
CEF_1012688_1748084545832::bib::2564746,992847939005151,38989669,38989669,match
CEF_1012688_1748084545832::bib::2565715,991538644105151,35808395,35808395,match
CEF_1012688_1748084545832::bib::2567066,992870680205151,14070064,14070064,match
CEF_1012688_1748084545832::bib::2568141,992047434805151,290944,290944,match
CEF_1012688_1748084545832::bib::2568960,992536389505151,39733396,39733396,match
CEF_1012688_1748084545832::bib::2570624,992853068205151,32732923,32732923,match
CEF_1012688_1748084545832::bib::2571853,992544942605151,47751481,47751481,match
CEF_1012688_1748084545832::bib::2572786,991882418705151,36307982,36307982,match
CEF_1012688_1748084545832::bib::2575668,992868873405151,23836392,23836392,match
CEF_1012688_1748084545832::bib::2576682,991535629705151,45888833,45888833,match
